index,prediction
75894,243.0 pound
75910,1500.0 watt
75927,120.0 volt
75933,
75934,115.0 volt
75942,
75943,
75944,120.0 volt
75946,330.0 pound
75960,
75962,
75984,
76040,30.0 watt
76069,
76070,
76095,
76096,
76097,2.7 millilitre
76121,
76122,28.0 watt
76127,
76128,
76137,12.0 volt
76146,12.0 volt
76155,1.20 volt
76172,84.0 watt
76174,
76175,360.0 volt
76186,4
76196,
76197,
76202,
76203,20.0 watt
76227,220.0 pound
76229,
76237,
76275,355.0 millilitre
76278,5
76299,330.0 pound
76325,600.0 pound
76343,250.0 pound
76347,41.50 volt
76375,150.0 volt
76404,
76405,24.0 volt
76450,
76465,29.5 millilitre
76496,
76501,
76529,
76530,60.0 watt
76546,2.25 watt
76547,12.0 volt
76561,3.3 pound
76577,
76578,90.0 pound
76596,
76597,
76601,
76641,
76650,20.0 pound
76651,2.4 kilogram
76659,450.0 watt
76660,
76669,
76670,
76683,1.4 pound
76691,750.0 watt
76727,16.0 watt
76728,
76746,
76747,
76754,20.0 volt
76758,
76759,
76762,13.0 watt
76764,
76767,154.0 pound
76790,
76791,12.0 volt
76797,
76808,330.0 pound
76826,
76829,3.60 volt
76831,1000.0 watt
76832,
76837,
76853,
76854,
76855,5.0 volt
76865,2
76888,
76892,
76893,
76899,220.0 pound
76925,
76927,4.0 volt
76966,
76985,
77008,
77024,30.0 watt
77025,
77060,24.0 volt
77061,1.90 watt
77065,7.40 volt
77072,1.5 pound
77079,300.0 watt
77108,94.0 volt
77114,828.0 millilitre
77116,
77135,220.0 pound
77140,100.0 pound
77146,220.0 pound
77168,
77170,
77171,12.0 volt
77177,33.0 pound
77191,
77196,220.0 pound
77201,600.0 pound
77204,
77206,24.0 watt
77270,750.0 watt
77288,1.35 volt
77350,
77351,
77398,330.0 millilitre
77419,120.0 volt
77460,205.0 gram
77504,120.0 kilogram
77554,
77578,1.5 kilogram
77638,1.10 volt
77645,4.20 volt
77691,220.0 pound
77704,8.0 millilitre
77707,330.0 pound
77710,6600.0 pound
77723,
77732,7.3 millilitre
77760,220.0 pound
77768,0.70 watt
77769,5.0 volt
77820,236.0 millilitre
77828,750.0 millilitre
77877,17.6 pound
77915,264.0 pound
77959,300.0 pound
77998,
78019,150.0 kilogram
78073,
78091,500.0 millilitre
78095,
78164,295.0 millilitre
78189,946.0 millilitre
78194,
78209,414.0 millilitre
78241,
78358,6.5
78435,
78451,350.0 pound
78464,15.0 millilitre
78500,100
78587,88.0 pound
78615,1100.0 pound
78764,
78781,100.0 kilogram
78926,750.0 millilitre
78927,2
78942,
78950,
79049,
79050,12.0 volt
79078,300.0 pound
79082,
79109,160.0 pound
79181,76.80 watt
79189,11.0 pound
79219,1000.0 watt
79220,
79287,550.0 pound
79345,18.0 pound
79428,950.0 gram
79446,24.0 volt
79447,2.20 watt
79523,300.0 pound
79546,1
79576,473.0 millilitre
79587,473.0 millilitre
79606,
79618,660
79646,12.0 volt
79647,
79676,500.0 millilitre
79727,375.0 millilitre
79760,
79812,
79813,
79822,300.0 pound
79830,473.0 millilitre
79858,22.0 pound
79862,150.0 pound
79901,77.0 gram
79933,250.0 pound
79951,6.0 watt
79952,12.0 volt
79997,236.0 millilitre
80059,2950.0 watt
80061,100.0 watt
80077,
80101,
80125,154.0 pound
80131,
80143,800.0 pound
80250,44.51 watt
80288,236.0 millilitre
80298,500.0 pound
80439,176.0 pound
80459,
80490,331.0 pound
80506,7.68 kilowatt
80534,285.0 pound
80587,330.0 pound
80635,440.0 pound
80656,
80679,100.0 watt
80692,100.0 watt
80696,30.0 millilitre
80849,150.0 pound
80873,3
80893,20.0 watt
80990,150.0 kilogram
81018,236.0 millilitre
81103,260.0 pound
81271,
81272,12.0 volt
81375,500.0 kilogram
81396,
81494,
81495,
81521,5.0 gram
81526,
81576,400.0 pound
81609,220.0 pound
81643,1.9 fluid ounce
81701,650.0 pound
81765,
81778,3.0 ton
81789,946.0 millilitre
81892,2.0 ton
81921,65.0 watt
81953,24.0 volt
81954,1.20 watt
82007,300.0 kilogram
82009,
82027,50.0 watt
82054,33.0 fluid ounce
82070,173.0 gram
82094,110.0 volt
82096,350.0 pound
82107,
82108,12.0 volt
82116,330.0 pound
82133,750.0 millilitre
82158,440.0 pound
82165,295.0 millilitre
82219,3.3 pound
82229,25.0 gram
82268,300.0 kilogram
82295,100.0 millilitre
82344,12.0 volt
82345,
82346,2200
82416,25.0 pound
82607,250.0 kilogram
82616,
82660,
82678,236.0 millilitre
82679,118.0 millilitre
82725,220.0 pound
82727,31
82741,950.0 millilitre
82769,270.0 millilitre
82834,946.0 millilitre
82916,70.0 gram
82992,
83007,330.0 pound
83015,11.0 volt
83055,172.0 gram
83126,
83133,130.0 pound
83157,165.0 pound
83163,66.0 pound
83183,330.0 pound
83202,550.0 watt
83204,300.0 kilogram
83271,265.0 pound
83312,
83340,220.0 volt
83341,185.0 watt
83356,
83419,15.5 pound
83472,
83492,3.0 kilogram
83507,
83518,
83550,68.9
83556,250.0 millilitre
83587,17.4
83614,110.0 volt
83615,300.0 watt
83619,150.0 kilogram
83641,3450.0 watt
83770,9.0 kilogram
83792,26.0 gram
83796,
83802,12.0 volt
83803,
83814,20.0 watt
84002,350.0 pound
84018,8.0 kilogram
84114,111.0 gram
84134,640.0 millilitre
84232,220.0 volt
84233,21.0 watt
84234,64.0 centilitre
84242,20.0 watt
84251,750.0 millilitre
84292,473.0 millilitre
84298,
84339,10.0 millilitre
84377,
84421,2000.0 watt
84458,
84459,20.0 volt
84498,36.6
84538,
84587,
84604,330.0 pound
84653,
84685,
84743,110.0 pound
84762,500.0 millilitre
84791,
84857,2.0 kilogram
84886,330.0 pound
84940,5000.0 pound
84942,
84953,90.0 gram
84971,5.0 volt
84972,2.25 watt
85043,
85143,61.0 watt
85204,1000.0 watt
85306,30.0 watt
85308,6.0 gram
85351,420.0 gram
85354,
85359,
85395,57.0 volt
85499,237.0 millilitre
85521,850.0 pound
85539,
85547,240.0 watt
85565,
85640,120.0 millilitre
85649,500.0 millilitre
85711,
85720,330.0 pound
85724,220.0 pound
85754,4.5 kilogram
85801,33.8 fluid ounce
85804,67.0 gram
85814,1.20 volt
85831,1.0 quart
85963,150.0 pound
85985,
85986,
85987,30.0 ton
86002,1500.0 pound
86017,50.0 millilitre
86045,50.0 pound
86131,
86234,660.0 pound
86239,
86261,946.0 millilitre
86271,6.30 watt
86278,770.0 pound
86300,260.0 gram
86334,
86358,500.0 pound
86360,355.0 millilitre
86361,
86404,110
86464,13.0 kilogram
86572,375.0 watt
86601,
86732,18.0 watt
86735,
86759,400.0 kilogram
86824,100.0 watt
86835,160.0 watt
86836,
86852,65.0 watt
86854,66.0 pound
86875,236.0 millilitre
86906,473.0 millilitre
86963,230.0 watt
87061,350.0 pound
87073,125.0 millilitre
87143,
87183,260.0 watt
87195,120.0 millilitre
87253,75.0 pound
87405,212.0 millilitre
87409,500.0 pound
87427,710.0 millilitre
87449,7.70 watt
87450,12.0 volt
87458,110.0 pound
87463,223.0 gram
87465,81
87490,100.0 gram
87501,440.0 pound
87549,
87612,220.0 pound
87619,
87642,150.0 kilogram
87660,330.0 pound
87675,0.5 pound
87723,15.0 watt
87773,
87785,1.0 ton
87821,750.0 millilitre
87836,
87859,591.0 millilitre
87863,120.0 volt
87864,280.0 watt
87930,750.0 millilitre
87942,12.0 watt
87943,12.0 volt
87987,90.0 pound
88141,
88163,370.0 millilitre
88196,168.0 fluid ounce
88264,
88358,600.0 watt
88359,1100.0 pound
88382,265.0 pound
88433,8.8 gram
88508,220
88602,3.2 kilogram
88703,440.0 pound
88769,5.0 millilitre
88792,400.0 pound
88825,
88849,300.0 pound
88853,196.0 gram
88884,17.3
88896,3.0 quart
88954,
89014,28.0 volt
89015,11.0 watt
89199,200.0 kilogram
89209,10.0 kilogram
89225,
89229,500
89308,
89336,
89352,600.0 pound
89396,180
89468,120.0 kilogram
89551,500.0 kilogram
89574,65.0 watt
89640,330.0 pound
89675,1.32 watt
89676,12.0 volt
89680,946.0 millilitre
89686,
89751,400.0 pound
89772,13.9 pound
89806,
89810,290.0 pound
89841,6.0 pound
89879,800.0 pound
89900,74
89942,200.0 pound
89970,235.0 gram
89996,15.0 kilogram
90028,66.0 pound
90031,250.0 millilitre
90032,600
90060,300.0 kilogram
90066,118.0 millilitre
90163,
90204,
90231,
90285,21290.0 millilitre
90310,9000.0 pound
90330,1
90369,200.0 pound
90426,600.0 pound
90460,
90461,
90466,100.0 watt
90472,250.0 millilitre
90478,
90479,
90540,55.0 pound
90543,
90544,
90557,473.0 millilitre
90559,150.0 pound
90589,
90651,
90655,15.0 kilogram
90678,
90720,
90730,40.0 kilogram
90740,350.0 pound
90746,
90751,33.0 pound
90836,25.0 watt
90858,20.0 watt
90862,
90863,
90870,
90871,
90933,
90950,750.0 pound
90955,750.0 pound
90957,177.0 millilitre
91006,
91010,
91011,
91021,
91109,
91235,520.0 gram
91245,
91318,990.0 pound
91326,440.0 pound
91333,202.0 ton
91345,
91346,5.0 volt
91375,
91398,
91399,8.0 volt
91419,15.0 millilitre
91435,946.0 millilitre
91467,
91501,1.0 gram
91560,1.4
91624,3400.0 watt
91648,5.0 kilogram
91657,
91658,
91757,300.0 pound
91767,
91768,
91801,180.0 kilogram
91807,250.0 millilitre
91836,150.0 pound
91871,
91901,9.0 ton
91905,130.0 millilitre
91923,
91932,100.0 pound
91998,2
92155,
92156,12.0 volt
92179,8.0 fluid ounce
92261,
92262,
92286,300.0 pound
92365,
92366,
92376,473.0 millilitre
92384,750.0 millilitre
92391,60.0 watt
92422,
92438,
92518,24.0 volt
92519,12.20 watt
92586,500.0 kilogram
92607,400.0 pound
92632,6.0 pound
92750,45.0 watt
92760,150.0 kilogram
92786,250.0 millilitre
92809,9.0 watt
92810,13.0 volt
92862,45.0 watt
92911,171.0 gram
92916,
92917,115.0 volt
92922,580.0 millilitre
92934,
92947,800
93014,750.0 millilitre
93036,800.0 pound
93064,100.0 watt
93108,300.0 pound
93125,30.0 millilitre
93147,
93155,
93174,40.0 kilogram
93180,24.0 volt
93181,
93187,265.0 pound
93200,650.0 millilitre
93225,275.0 pound
93359,500.0 millilitre
93392,176.0 pound
93432,22.0 pound
93531,405.0 gram
93552,
93561,330.0 pound
93616,1000.0 pound
93659,237.0 millilitre
93708,350.0 pound
93800,300.0 pound
93823,1.0 kilogram
93860,15.0 millilitre
93880,500.0 pound
93895,
93896,
93924,22.0 pound
94043,
94101,20.0 watt
94108,35.0 pound
94144,
94153,1200.0 watt
94219,200.0 kilogram
94244,946.0 millilitre
94309,200.0 pound
94321,44.0 pound
94332,219.0 gram
94431,
94432,44
94442,473.0 millilitre
94443,850.0 watt
94486,250.0 millilitre
94502,2.0 kilogram
94527,22.0 pound
94541,1600165
94547,500.0 millilitre
94561,
94683,
94771,4.0 fluid ounce
94901,30.0 watt
94902,220.0 volt
94928,120.0 volt
94929,77194.0 watt
94938,
94978,
94981,
94986,
95001,550.0 watt
95060,150.0 kilogram
95120,200.0 pound
95159,1100.0 pound
95173,15.0 watt
95199,
95247,150.0 gram
95262,
95265,37.0 millilitre
95271,1.0 watt
95316,
95322,
95323,12.0 volt
95325,400.0 kilogram
95506,0.5 pound
95533,15.0 millilitre
95542,215.0 watt
95543,
95562,6.0 watt
95563,"[220.0, 240.0] volt"
95584,
95679,88.0 pound
95777,220.0 volt
95778,1400.0 watt
95793,
95829,44.0 pound
95901,25.0 watt
95902,"[220.0, 240.0] volt"
95933,
95949,
95954,18.0 watt
96003,
96004,
96011,120.0 kilogram
96078,500.0 millilitre
96082,50.0 kilogram
96084,330.0 pound
96090,
96102,2000.0 watt
96119,10.0 pound
96148,18.0 watt
96161,118.0 gram
96174,10.0 pound
96185,
96204,7.0 millilitre
96227,
96228,
96242,75.0 watt
96251,19
96315,10.0 millilitre
96353,
96369,110.0 pound
96462,355.0 millilitre
96473,200.0 millilitre
96497,100.0 pound
96568,100.0 millilitre
96622,32.0 centilitre
96639,22.0 pound
96714,300.0 pound
96727,2500.0 pound
96751,31
96808,260.0 pound
96821,
96882,100.0 kilogram
96893,
96902,5.0 kilogram
96920,60.0 watt
96951,1300.0 watt
96986,6.6 pound
97033,100.0 watt
97066,150.0 millilitre
97130,160.0 pound
97133,946.0 millilitre
97179,
97180,
97244,100.0 millilitre
97245,250.0 millilitre
97276,440.0 pound
97324,350.0 pound
97347,
97419,0.0 kilogram
97425,300.0 kilogram
97429,100
97519,750.0 millilitre
97520,100.0 watt
97529,750.0 watt
97538,10.0 pound
97543,200.0 kilogram
97561,355.0 millilitre
97625,15.0 pound
97656,15.0 millilitre
97692,200.0 pound
97755,100.0 kilogram
97785,500.0 watt
97824,100.0 watt
97826,946.0 millilitre
97890,6.6 pound
97900,78.0 pound
97908,36.0 volt
97914,1200.0 watt
97927,28.0 gram
97973,100.0 gram
98051,3905.0 gram
98153,
98171,
98218,48.0 fluid ounce
98230,1500.0 watt
98279,1000.0 pound
98282,0.0 pound
98288,
98300,90.0 kilogram
98321,
98326,150.0 millilitre
98399,450.0 pound
98417,473.0 millilitre
98619,48.5 pound
98650,3.0 millilitre
98745,220.0 pound
98755,124.0 gram
98767,60.0 watt
98773,3500.0 pound
98851,15.0 watt
98889,1700.0 watt
98890,
98898,7.50 watt
98933,500.0 millilitre
98941,750.0 millilitre
98950,3.0 kilogram
98996,330.0 pound
99001,
99031,100.0 watt
99038,
99097,650.0 watt
99137,
99138,12.0 volt
99140,160.0 watt
99141,
99240,
99249,828.0 millilitre
99343,8.0 kilogram
99368,
99434,120.0 volt
99435,35.0 watt
99436,1.1 pound
99451,37
99483,
99508,60.0 watt
99661,500.0 pound
99689,750.0 millilitre
99708,30.0 millilitre
99783,350.0 pound
99840,25.4
99855,
99857,0.6 kilogram
99875,300.0 pound
99950,532.0 millilitre
99951,591.0 millilitre
99952,132
99956,
99957,
100018,200.0 kilogram
100096,946.0 millilitre
100109,500.0 gram
100127,11.0 pound
100263,2200.0 pound
100280,500.0 kilogram
100335,591.0 millilitre
100423,800.0 pound
100443,420.0 watt
100464,354.0 millilitre
100542,2.50 volt
100583,33.0 pound
100595,194
100635,300.0 millilitre
100671,110.0 gram
100712,1.0 quart
100718,60.0 pound
100738,2.50 volt
100746,23.50 watt
100747,
100748,236.0 millilitre
100757,15.0 watt
100799,4.5 kilogram
100806,33.0 watt
100813,7.5 kilogram
100845,5.0 volt
100871,8.0 volt
100877,946.0 millilitre
100893,
100894,
100934,150.0 kilogram
100985,
100987,300.0 pound
101010,77.0 millilitre
101078,110.0 pound
101142,
101143,12.0 volt
101195,1007.0 watt
101196,110.0 volt
101216,
101290,60.0 millilitre
101292,
101312,3.0 gram
101351,430.0 gram
101356,250.0 pound
101422,660.0 pound
101442,591.0 millilitre
101443,237.0 millilitre
101487,275.0 pound
101536,600.0 watt
101546,15.0 watt
101568,160.0 gram
101603,1000.0 pound
101611,
101617,
101632,1000.0 pound
101688,
101689,
101807,220.0 pound
101810,45.0 watt
101827,245.0 gram
101835,110.0 pound
101883,
101884,12.0 volt
101950,500.0 pound
102027,1.10 volt
102086,330.0 pound
102135,300.0 pound
102148,40.0 kilogram
102207,10.0 kilogram
102231,330.0 pound
102245,502177.0 millilitre
102263,
102305,259.0 millilitre
102350,120.0 millilitre
102351,165.0 pound
102353,
102354,
102468,60.0 watt
102484,750.0 millilitre
102492,
102499,
102518,30.0 kilogram
102527,20.0 volt
102533,
102549,20.0 watt
102559,
102608,12.0 volt
102609,
102610,72.0 volt
102616,220.0 pound
102641,177.0 millilitre
102653,5.0 volt
102809,300.0 pound
102818,
102832,125.0 watt
102835,4.0 pound
102843,220.0 pound
102897,
102900,310.0 pound
102918,1000
102963,
103008,150.0 kilogram
103048,400.0 pound
103055,100.0 pound
103059,300.0 kilogram
103102,38.0 gram
103167,300.0 kilogram
103264,21.35 volt
103278,4
103324,22.0 pound
103436,96.0 watt
103444,500.0 millilitre
103464,200.0 kilogram
103503,300.0 kilogram
103510,1000.0 pound
103524,1.70 watt
103525,24.0 volt
103542,
103555,
103556,450.0 gram
103564,300.0 pound
103600,150.0 watt
103622,15.0 watt
103628,33.8 fluid ounce
103637,100.0 watt
103723,
103741,2.0 watt
103743,
103790,
103820,
103830,16
103841,
103884,30.0 millilitre
103913,400.0 pound
103936,330.0 pound
103948,500
103993,500.0 millilitre
104038,265.0 pound
104181,77.0 pound
104200,120.0 volt
104201,20.0 watt
104222,
104284,14.0 millilitre
104289,37
104335,250.0 millilitre
104359,
104360,
104412,3500.0 pound
104431,
104488,154.0 pound
104508,30.0 kilogram
104516,22.0 pound
104528,
104537,40.0 millilitre
104542,200.0 kilogram
104608,
104645,8.0 fluid ounce
104680,120.0 kilogram
104712,
104726,30.7
104776,300.0 pound
104843,175.0 pound
104864,
104901,300.0 pound
104963,
104976,
105015,
105060,50.0 millilitre
105065,
105135,250.0 pound
105203,60.0 watt
105256,128.0 gram
105301,
105311,250.0 kilogram
105316,
105361,100.0 watt
105394,2.1 kilogram
105400,12.0 volt
105401,
105411,500.0 pound
105436,130.0 pound
105457,
105474,236.0 millilitre
105504,10.0 millilitre
105529,20.0 kilogram
105594,1000.0 watt
105632,60.0 watt
105642,
105673,1.0 gallon
105743,700.0 watt
105749,
105770,250.0 kilogram
105872,950950.0 watt
105952,70.0 pound
105956,65.0 watt
105983,
105984,
105989,250.0 millilitre
106016,250.0 pound
106033,120.0 millilitre
106044,
106072,400.0 pound
106115,
106125,100.0 watt
106141,
106170,887.0 millilitre
106336,
106375,550.0 pound
106388,
106402,1
106429,250.0 millilitre
106462,60.0 watt
106553,1.0 watt
106599,5.0 millilitre
106601,440.0 pound
106615,
106622,
106639,473.0 millilitre
106647,473.0 millilitre
106649,30.0 watt
106689,
106698,200.0 kilogram
106709,100.0 kilogram
106805,120.0 volt
106806,37.0 watt
106815,
106842,220.0 pound
106857,
106870,230.0 gram
106894,200.0 kilogram
106951,100.0 millilitre
106979,80.0 pound
107050,500.0 watt
107070,
107087,
107143,7.5 millilitre
107243,200.0 kilogram
107312,77.0 millilitre
107319,150.0 pound
107329,118.0 millilitre
107455,220.0 gram
107472,24.0 watt
107496,
107545,60.0 pound
107552,70.0 ton
107556,473.0 millilitre
107628,497.0 kilogram
107640,
107667,
107709,600.0 watt
107748,350.0 pound
107784,300.0 pound
107821,
107837,717.0 watt
107872,120.0 kilogram
107876,264.0 pound
107883,
107884,
107905,
107908,
107973,2.1 kilogram
108048,750.0 watt
108049,300.0 pound
108136,150.0 kilogram
108164,200.0 kilogram
108171,
108204,48.0 watt
108206,
108218,355.0 millilitre
108249,
108268,50.0 pound
108328,1001574802
108340,
108353,25.0 watt
108402,220.0 pound
108406,355.0 millilitre
108407,100.0 watt
108409,65.0 watt
108411,200.0 pound
108412,236.0 millilitre
108413,160.0 kilogram
108414,
108416,
108419,
108421,260.0 pound
108423,17
108426,2.0 watt
108427,5.0 volt
108430,20.0 watt
108431,355.0 millilitre
108433,1134.0 kilogram
108434,250.0 kilogram
108437,265.0 pound
108438,220.0 volt
108439,
108446,25.0 pound
108451,
108456,30.0 watt
108457,"[220.0, 240.0] volt"
108466,10.0 watt
108467,440
108470,
108472,
108478,1.35 volt
108487,100.0 watt
108489,946.0 millilitre
108491,12.0 volt
108492,
108493,
108494,
108495,220.0 volt
108496,112.0 watt
108498,150.0 kilogram
108501,
108503,28
108505,
108507,150.0 watt
108508,
108512,
108513,335.0 gram
108515,
108517,1000.0 pound
108520,260.0 gram
108524,4
108525,236.0 millilitre
108527,3.0 kilogram
108529,128.0 gram
108532,750.0 millilitre
108533,460.0 pound
108534,
108540,
108543,5.0 volt
108544,
108547,1.0 litre
108554,
108555,12.0 volt
108558,370.0 millilitre
108561,88.0 pound
108562,65.0 gram
108564,172.0 gram
108569,250.0 pound
108571,11.0 pound
108573,59.0 millilitre
108577,473.0 millilitre
108580,3000.0 watt
108586,264.5 pound
108588,1330.0 watt
108590,473.0 millilitre
108596,47311
108601,473.0 millilitre
108602,
108603,
108605,600.0 millilitre
108607,
108609,
108610,
108613,
108614,331.0 pound
108616,20.0 watt
108618,
108621,600.0 pound
108622,400.0 pound
108623,946.0 millilitre
108624,285.0 pound
108626,
108629,250.0 millilitre
108632,1200
108637,25.0 watt
108639,120.0 gram
108641,350.0 pound
108642,1800.0 watt
108645,8.0 pound
108648,21024940.0 millilitre
108649,120.0 gram
108654,12.0 volt
108655,9015.0 watt
108656,41013218.0 watt
108660,42.5
108662,220.0 pound
108665,45.0 watt
108667,
108668,2666.0 volt
108669,110.0 volt
108670,6.0 watt
108671,"[220.0, 240.0] volt"
108673,
108676,150.0 millilitre
108677,3205.0 gram
108681,100.0 millilitre
108682,20.0 pound
108683,128.0 fluid ounce
108690,2
108691,100.0 millilitre
108692,200.0 kilogram
108695,330.0 pound
108696,6.0 kilogram
108698,600.0 watt
108700,
108701,12.0 volt
108702,50.0 pound
108704,50.0 pound
108707,
108708,
108709,
108711,110.0 kilogram
108713,5.0 watt
108714,230.0 volt
108715,630.0 watt
108718,290.0 watt
108719,220.0 volt
108722,
108728,5000.0 pound
108729,12.0 volt
108730,
108731,260.0 pound
108733,2.5 ton
108734,8.0 fluid ounce
108742,2.60 watt
108745,118.0 millilitre
108748,700.0 pound
108751,
108755,450.0 pound
108756,500.0 pound
108757,591.0 millilitre
108758,100.0 watt
108761,1.80 watt
108762,5.0 volt
108764,180.0 gram
108766,95.0 watt
108767,
108769,265.0 pound
108774,450
108775,
108777,115.0 volt
108778,
108783,
108786,320.0 gram
108796,7.0 kilogram
108797,23.0 kilogram
108800,360
108801,946.0 millilitre
108802,118.0 millilitre
108803,15.0 kilogram
108807,330.0 pound
108809,
108811,220
108816,
108817,
108818,45.0 pound
108819,
108820,160.0 gram
108824,
108826,
108828,
108829,
108832,189.0 gram
108833,
108834,70.0 millilitre
108836,2000.0 pound
108839,145.0 kilogram
108842,3750.0 watt
108846,64
108848,3
108851,7.5
108853,6873.0 centilitre
108854,
108863,
108865,
108869,15.0 watt
108874,
108877,15.0 watt
108881,375.0 millilitre
108882,150.0 pound
108886,
108890,12.0 volt
108891,8015.0 watt
108894,
108895,
108899,150.0 kilogram
108901,440.0 pound
108903,946.0 millilitre
108904,60.0 pound
108906,500.0 watt
108908,300
108911,
108913,
108914,1.0 watt
108915,
108918,22.0 pound
108920,360.0 kilogram
108922,
108923,30.0 millilitre
108925,34.6
108928,400.0 pound
108930,60.0 pound
108932,100.0 pound
108933,264.5 pound
108937,
108938,
108939,400.0 pound
108940,147.0 millilitre
108942,180
108945,100.0 kilogram
108947,750.0 millilitre
108950,
108951,
108953,180.0 pound
108956,
108957,
108961,500.0 pound
108966,750.0 pound
108969,185.0 gram
108970,
108971,
108972,
108973,105.0 watt
108975,5.0 gram
108977,13.0 pound
108980,6000.0 pound
108982,330.0 pound
108984,
108985,50201.0 volt
108986,1.92 watt
108989,
108990,
108994,
108999,150.0 kilogram
109001,66
109004,40.0 gram
109010,267.0 pound
109012,150.0 millilitre
109014,
109016,
109018,715.0 pound
109020,23.0 gram
109021,
109023,44.0 pound
109025,8.0 millilitre
109027,330.0 pound
109029,
109032,
109036,20.0 millilitre
109037,400.0 pound
109038,
109041,200.0 millilitre
109046,150.0 pound
109050,43.0 gram
109052,30.0 gram
109054,330.0 pound
109058,1.20 volt
109059,20.0 volt
109063,15.0 millilitre
109069,850.0 watt
109071,750.0 millilitre
109072,
109073,298.0 gram
109077,15.0 watt
109078,12.0 volt
109079,
109085,
109089,
109095,110.0 volt
109096,300.0 watt
109100,
109102,200.0 millilitre
109104,
109109,160.0 gram
109112,450.0 pound
109118,
109119,
109121,100.0 kilogram
109123,
109131,17.7
109134,250.0 pound
109138,
109140,2.4 pound
109144,1200
109146,3.0 kilogram
109148,
109149,710.0 millilitre
109151,
109152,
109153,1
109155,
109160,
109163,19.8 pound
109164,15.0 millilitre
109165,"[220.0, 240.0] volt"
109166,
109167,18.0 watt
109170,473.0 millilitre
109171,500.0 pound
109173,32.0 gram
109174,"[220.0, 240.0] volt"
109175,6.0 watt
109176,473.0 millilitre
109180,8.0 fluid ounce
109181,360.0 gram
109183,300.0 gram
109185,300.0 pound
109190,380.0 pound
109192,
109194,300.0 pound
109197,365.0 pound
109198,
109199,12.0 volt
109202,
109203,115.0 gram
109206,5.0 ounce
109210,1.0 litre
109213,800.0 pound
109218,265.0 pound
109221,250.0 millilitre
109223,300.0 kilogram
109227,5.0 kilogram
109232,
109234,30.0 millilitre
109235,11.5 fluid ounce
109236,
109238,
109239,
109241,132
109242,
109244,
109245,6600.0 pound
109247,7.5 millilitre
109248,15.0 millilitre
109249,946.0 millilitre
109252,468.0 gram
109254,800.0 watt
109257,19.0 kilogram
109259,16.0 pound
109260,18.0 watt
109263,
109266,
109269,400.0 pound
109271,236.0 millilitre
109272,33.0 pound
109273,400.0 kilogram
109281,45.0 kilogram
109282,
109283,
109284,285.0 pound
109286,300.0 pound
109290,150.0 kilogram
109291,20.0 watt
109294,440.0 pound
109295,70.0 gram
109297,7.3 millilitre
109299,
109303,1000.0 pound
109305,495.0 watt
109306,120.0 volt
109308,660.0 pound
109313,
109316,
109317,2200.0 pound
109319,80.0 pound
109320,
109322,440.0 pound
109325,9.0 pound
109327,15.0 millilitre
109330,575.0 watt
109331,
109333,200.0 gram
109335,330.0 pound
109341,
109342,8.9 kilogram
109346,750.0 pound
109352,
109353,237.0 millilitre
109355,330.0 pound
109361,110.0 kilogram
109362,
109364,
109365,
109366,
109369,750.0 watt
109372,
109374,
109376,190.0 millilitre
109378,77.0 pound
109379,
109381,176.0 pound
109384,
109385,
109387,220.0 kilogram
109389,3.2 fluid ounce
109393,300.0 pound
109394,
109400,10.0 millilitre
109403,
109404,60.0 watt
109408,
109413,30.0 kilogram
109415,335.0 pound
109422,15.0 watt
109423,1300.0 gram
109426,4.0 kilogram
109428,400.0 pound
109431,65.0 watt
109432,"[220.0, 240.0] volt"
109433,180.0 pound
109434,2
109436,
109437,12.0 volt
109439,125.0 pound
109440,
109442,265.0 pound
109445,
109446,330.0 pound
109450,180
109452,60.0 watt
109462,
109463,1.20 volt
109464,60.0 watt
109469,200.0 watt
109470,
109471,59.0 millilitre
109477,100.0 watt
109480,
109482,
109484,14.0 millilitre
109489,60.0 millilitre
109491,1.0 ton
109495,9225.0 volt
109496,
109500,
109501,24.0 volt
109504,250.0 pound
109509,1183.0 millilitre
109511,600.0 pound
109517,946.0 millilitre
109519,14.0 millilitre
109520,66.1 pound
109522,5.0 volt
109523,
109528,105.0 gram
109529,
109531,
109535,265.0 pound
109537,
109539,540.0 litre
109540,1.20 volt
109543,60.0 watt
109544,20.0 pound
109547,350
109548,300.0 pound
109550,127.0 gram
109551,40.0 kilogram
109557,1805.0 gram
109558,25.0 watt
109559,265.0 pound
109563,6.6 pound
109564,12.0 volt
109565,
109570,100.0 pound
109571,130.0 watt
109572,
109573,
109575,700.0 pound
109577,150.0 kilogram
109581,12.0 watt
109582,"[220.0, 240.0] volt"
109583,6.0 watt
109585,5.0 volt
109586,
109587,150.0 pound
109590,16
109591,300.0 pound
109594,
109596,0.0 pound
109599,
109601,440.0 pound
109604,
109605,
109610,30.0 pound
109611,
109612,5.0 volt
109616,650.0 watt
109618,990.0 pound
109620,
109621,10.0 millilitre
109628,60.0 watt
109631,
109633,
109634,
109635,50.0 millilitre
109636,200.0 kilogram
109639,1600165
109641,18.0 watt
109644,3.1 pound
109645,110.0 kilogram
109647,
109649,220.0 pound
109654,420.0 watt
109656,200.0 kilogram
109660,70.0 gram
109661,115.0 volt
109662,180.0 watt
109663,300
109665,500.0 watt
109667,
109668,300.0 pound
109669,236.0 millilitre
109671,59.0 millilitre
109673,265.0 pound
109675,300.0 pound
109677,
109678,760.0 pound
